"Kernel Name","glibc_exp_mod_myexp_",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Divergent Branches","Address Space","Access Operation","Access Size","L1 Tag Requests Global","L1 Conflicts Shared N-Way","L1 Wavefronts Shared Excessive","L1 Wavefronts Shared","L1 Wavefronts Shared Ideal","L2 Theoretical Sectors Global Excessive","L2 Theoretical Sectors Global","L2 Theoretical Sectors Global Ideal","L2 Theoretical Sectors Local","L2 Explicit Evict Policies","L2 Explicit Hit Policy Evict First","L2 Explicit Hit Policy Evict Last","L2 Explicit Hit Policy Evict Normal","L2 Explicit Hit Policy Evict Normal Demote","L2 Explicit Miss Policy Evict First","L2 Explicit Miss Policy Evict Normal","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_imc","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_imc (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x7c75872afd00","      IMAD.X R7, RZ, RZ, R19, P0 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afd10","      STL.64 [R1+0x430], R10 ","15","15","15","1260","40000","40000","31","31","0","Local","Store","64","0","0","0","0","0","0","0","0","10000","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0"
"0x7c75872afd20","      IMAD.X R9, RZ, RZ, R19, P1 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afd30","      MOV R21, 0x0 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afd40","      CALL.ABS.NOINC 0x0 ","6","4","6","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1"
"0x7c75872afd50","      IMAD.MOV.U32 R10, RZ, RZ, 0x0 ","8","6","8","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"0x7c75872afd60","      IADD3 R27, P0, R22, 0x410, RZ ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afd70","      IMAD.MOV.U32 R11, RZ, RZ, 0x40000000 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afd80","      IADD3 R25, P1, R22, 0x418, RZ ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afd90","      IADD3 R8, P2, R22, 0x1f8, RZ ","1","1","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7c75872afda0","      IMAD.X R26, RZ, RZ, R19, P0 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afdb0","      STL.64 [R1+0x1f8], R10 ","0","0","0","1260","40000","40000","31","31","0","Local","Store","64","0","0","0","0","0","0","0","0","10000","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afdc0","      IADD3.X R24, RZ, R19, RZ, P1, !PT ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afdd0","      IMAD.MOV.U32 R4, RZ, RZ, R25 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afde0","      MOV R6, R27 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afdf0","      IMAD.X R9, RZ, RZ, R19, P2 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afe00","      MOV R7, R26 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afe10","      IMAD.MOV.U32 R5, RZ, RZ, R24 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afe20","      MOV R20, 0x0 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afe30","      MOV R21, 0x0 ","3","3","3","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7c75872afe40","      CALL.ABS.NOINC 0x0 ","2","2","2","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7c75872afe50","      IMAD.MOV.U32 R10, RZ, RZ, 0x0 ","12","12","12","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0"
"0x7c75872afe60","      IADD3 R8, P0, R22, 0x200, RZ ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afe70","      IMAD.MOV.U32 R11, RZ, RZ, 0x40100000 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afe80","      MOV R62, R4 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afe90","      IMAD.MOV.U32 R63, RZ, RZ, R5 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afea0","      MOV R6, R27 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afeb0","      IMAD.MOV.U32 R7, RZ, RZ, R26 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afec0","      STL.64 [R1+0x200], R10 ","0","0","0","1260","40000","40000","31","31","0","Local","Store","64","0","0","0","0","0","0","0","0","10000","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afed0","      IADD3.X R9, RZ, R19, RZ, P0, !PT ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afee0","      IMAD.MOV.U32 R4, RZ, RZ, R25 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872afef0","      MOV R5, R24 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872aff00","      MOV R20, 0x0 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872aff10","      MOV R21, 0x0 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872aff20","      CALL.ABS.NOINC 0x0 ","2","1","2","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872aff30","      IMAD.MOV.U32 R10, RZ, RZ, 0x0 ","16","16","16","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","6","0","1","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","6"
"0x7c75872aff40","      IADD3 R8, P0, R22, 0x208, RZ ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872aff50","      IMAD.MOV.U32 R11, RZ, RZ, 0x40180000 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872aff60","      MOV R30, R4 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872aff70","      IMAD.MOV.U32 R31, RZ, RZ, R5 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872aff80","      MOV R6, R27 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872aff90","      IMAD.MOV.U32 R7, RZ, RZ, R26 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872affa0","      STL.64 [R1+0x208], R10 ","1","0","1","1260","40000","40000","31","31","0","Local","Store","64","0","0","0","0","0","0","0","0","10000","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872affb0","      MOV R4, R25 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872affc0","      IMAD.MOV.U32 R5, RZ, RZ, R24 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872affd0","      IADD3.X R9, RZ, R19, RZ, P0, !PT ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872affe0","      MOV R20, 0x0 ","1","1","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7c75872afff0","      MOV R21, 0x0 ","1","1","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7c75872b0000","      CALL.ABS.NOINC 0x0 ","2","2","2","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7c75872b0010","      IADD3 R6, P0, R22, 0x408, RZ ","15","14","15","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","10","0","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","2"
"0x7c75872b0020","      IMAD.MOV.U32 R24, RZ, RZ, R4 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0030","      IADD3 R8, P1, R22, 0x400, RZ ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0040","      IMAD.MOV.U32 R25, RZ, RZ, R5 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0050","      MOV R5, R28 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0060","      IMAD.MOV.U32 R4, RZ, RZ, R29 ","2","0","2","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0070","      IADD3.X R9, RZ, R19, RZ, P1, !PT ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0080","      IMAD.X R7, RZ, RZ, R19, P0 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0090","      MOV R20, 0x0 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b00a0","      MOV R21, 0x0 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b00b0","      CALL.ABS.NOINC 0x0 ","4","3","4","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"0x7c75872b00c0","      IMAD.MOV.U32 R10, RZ, RZ, 0x0 ","5","5","5","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1"
"0x7c75872b00d0","      IADD3 R6, P0, R22, 0x400, RZ ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b00e0","      IMAD.MOV.U32 R11, RZ, RZ, 0x40180000 ","2","0","2","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b00f0","      IADD3 R4, P1, R22, 0x408, RZ ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0100","      IADD3 R8, P2, R22, 0x210, RZ ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0110","      IMAD.X R7, RZ, RZ, R19, P0 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0120","      STL.64 [R1+0x210], R10 ","1","0","1","1260","40000","40000","31","31","0","Local","Store","64","0","0","0","0","0","0","0","0","10000","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0130","      IMAD.X R5, RZ, RZ, R19, P1 ","2","0","2","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0140","      MOV R20, 0x0 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0150","      IMAD.X R9, RZ, RZ, R19, P2 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0160","      MOV R21, 0x0 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b0170","      CALL.ABS.NOINC 0x0 ","3","3","3","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1"
"0x7c75872b0180","      LDL.64 R14, [R1+0x450] ","13","13","13","1260","40000","40000","31","31","0","Local","Load","64","0","0","0","0","0","0","0","0","10000","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","5"
"0x7c75872b0190","      DMUL R6, R54, c[0x2][0xf0] ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b01a0","      IADD3 R0, P0, R22, 0x430, RZ ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b01b0","      MOV R20, 0x0 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b01c0","      DMUL R10, R52, c[0x2][0x100] ","2","2","2","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b01d0","      MOV R21, 0x0 ","0","0","0","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7c75872b01e0","      IMAD.X R3, RZ, RZ, R19, P0 ","1","0","1","1260","40000","40000","31","31","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
